In;Out;Duration;ID;Text;Phase;Subphase;Context;Chain;Origin;From;To
1.27.01;1.28.22;0.01.21;211;はい じゃあ 私 の 方 は ちょこっと 上 の 方 に 書い て た ん です けれども そもそも もう 地域おこし 協力 隊 みたい な 形 で 入っ て らっしゃる 方 も いらっしゃる の か な と 思っ た ので そういっ た 方 と の 連携 で あっ たり だ とか はならぼ って いっ て 女子大 生 たち が 地域 に 入っ て 何 か 一緒 に プロジェクト 立ち 上げる みたい な の が 上田 市 の 方 で 起こっ て たり する ん です よ ね 私 も 何 か 小松 さん と 同じ よう に 何 か を もう ちょっと 長野 県 の スマートシティー って 考え た とき に 小さな 都市 同士 が 連携 する みたい な こと も あっ た ので 松本 市 とか 他 の ところ も 一緒 に 組め て も いい の か な と 思っ て そういった 上田 の 面白 そう な ところ 例えば この 雲野 っていう コワーキングスペース が 商店 街 に あっ たり する ん です よ ね。 ちょっと それ も 画面 共有 さ せ て いただこ う か な その はな ラボ さん も 入っ て たり する ん です けど この コワーキングスペース かわいい 感じ で 町 の 人 が 何 か ショップ とか も レストラン カフェ も でき たり し ながら 何 か 保育 室 を 完備 し て い て 働き ながら お母さん たち も 安心 し て 何 か できる みたい な 感じ に なっ て いる の が いい な と 思い まし た で こう いっ た の とか と 画面 共有 が でき なく.;discussion;d;O;21;211;R;all
1.28.22;1.28.24;0.00.02;212;共有 の 権限 が 取ら れ ちゃ い まし た ね;discussion;d;R;22;212;A;R
1.28.27;1.28.27;0.00.00;213;まあいいや.;discussion;d;V;23;212;R;A
1.28.27;1.29.22;0.00.55;214;じゃあ口頭 で とりあえず あの リビセン っていう 建築 の 人 は ね 多分 聞い た こと ある かも しれ ない です けれども リ ビルディング センター って いっ て これ は 諏訪 に あっ た ん です よ ね よいしょ よいしょ。 今 なら でき そう だ あの 美 大生 は きれい そう 古 民家 お さ の ある 建物 とか を 活かし ながら リノベーション を やっ て いく みたい な こと を やっ てる 人 たち が い たり ここ に 何 か 地域 の 素材 とか も 集まっ て そう だ な と か。 良さ を 生かし て みたい な こと が でき そう な ので なんか こう いっ た ところ と 組ん で みる の も 面白 そう だ な と 思っ たり し た の と あと 伝統 的 な ところ で は なんか 松本 とか クラフト フェア で あっ たり 民芸 とか そういった 昔ながら の 食器 とか そういった もの が めちゃめちゃ 強かっ たり する ので そういった もの も 取り入れ て も いい な と 思い まし た。 以上 です。;discussion;d;O;24;214;R;all
1.29.25;1.29.26;0.00.00;215;ベッカ.;discussion;d;O;25;214;T;
1.29.26;1.29.27;0.00.02;216;堀 向 さんごめんなさいどうぞ 。.;discussion;d;I;26;216;A;Y
1.29.29;1.29.29;0.00.01;217;ありがとう ござい ます。.;discussion;d;T;27;216;T;
1.29.34;1.30.47;0.01.13;218;そうですね 今 ちょっと じゃあ 時間 も あれ な んで 簡単 に あの やっぱり IT 企業 が 少ない ね って 話 は やっぱり あり ます やっぱり その 立川 の 話が来たのも 茅野 に ここ は コワーキングスペース が あっ て マーク ラボ 八ヶ岳 っていう ワークススペースがあってじゃあ 立川の 企業 に そこで 勤務 し ながら じゃ 立川 に 行か なきゃ いけ ない と なれ ば あず特急あずさで1 本 で 行ける ね みたい な ところ から が 茅野で立川 の 企業 に 就職 し ませ ん か みたい な 話 が 出 て き た って いう の も あっ たり し ます。 なので それ また 話 が 戻る と そういう ところ で こっち っと ここ に 住み ながら 東京 に 勤める みたい な 話 は できる ん じゃ ない の っていう ん な 話 は 結構 出 て き て ます ね あと そういう コワーキングスペース で いろんな ところ に は 諏訪 も 岡谷 も ある し 岡谷 に も 貸し 作業場 の みたい な もの も あっ たり する ので そういった ところ も 活用 できる ん じゃ ない か な と。 あと リビセン は 結構 有名 です よ ね。 あの いろんな テレビ に 出 たり し てる ので 有名 だ と 思い ます。 そういった ところが 今 出 て き た ところ は 非常 に 先進 的 に やっ てる ところ だ な と 思い ます ので いろいろ 活用 できる ん じゃ ない と 思い ます。 以上 です 笑。;discussion;d;O;28;217;Y;R
1.30.50;1.30.59;0.00.08;219;ありがとう ござい ます これをあと４ 分 まで どこ まで やる か です よ ね でも まとめ られる ところ まで は やら なく て も いい です よ ね 多分;plan;c;TP;1;218;R;all
1.30.59;1.31.03;0.00.04;220;たぶん 共有しないかなって 思い ます。;plan;c;O;2;219;A;R
1.31.07;1.31.19;0.00.12;221;休憩 含め て 多分50分になると思う んで あ うん な んで 休憩 を ここ で 一旦 ちょっと 休憩 を とっ て 50分にホームに元 に 戻る 方 が いい か な と 思う ん です よ ね.;plan;c;P;3;220;Y;R
1.31.19;1.31.20;0.00.01;222;わかり まし た.;plan;c;V;4;221;A;Y
1.31.21;1.31.21;0.00.00;223;じゃあ一旦休憩で。 はい はい はい。;plan;c;P;5;222;R;all
