In;Out;Duration;ID;Text;Phase;Subphase;Context;Chain;Origin;From;To
1.19.11;1.19.58;0.00.47;312;じゃあ 私 行き ます 思い として は ちょっと 地方 創 生 に 興味 が あっ て この プログラム に 参加 し た ので このコロナ禍 を きっかけ に し て 色んな 地方 の 潜在 能力 を 引き出し て それで 地方 創 生 に つなげ られ たら なっ て 風に 思い ます で あと 強み は ゼミ とか まだ 入っ て なく て 専門 知識 は 全然 まだ ない ん です けど コロナ禍 で の 入学 だっ た ので そういう ちょっと 対面 うらやましい な とか そういう 気持ちとか あと は 長野 県内 の 他 の 地域 の ちょっと ワークショップ に 参加 し て 長野 県 の こと も いろいろ 調べ た こと が ある ので そこら 辺 は ちょっと 生かせ たら いい なっ ていう 風 に 思っ て ます;discussion;d;O;2;311;A;N
1.20.00;1.20.03;0.00.03;313;へーどこ の 地域 の ワークショップ だっ た ん です か;discussion;d;Q;3;312;T;A
1.20.03;1.20.16;0.00.13;314;木島平 村 っていう よう な はい スキー 場 とか が ある 感じ の ところ な ん です けど それで 長野 県 の こと も ちょっと 調べ たり し て。.;discussion;d;A;4;313;A;T
1.20.19;1.20.22;0.00.02;315;その 字 です。.;discussion;d;O;5;314;A;T
1.20.24;1.20.27;0.00.03;316;すごい また 行き たく なっ ちゃったな こんなん 見ると;discussion;d;E;6;315;T;A
1.20.28;1.20.33;0.00.05;317;そうなんです 行き たい ん です けど なかなか まだ 厳しい です よ ね;discussion;d;E;7;316;A;T
1.20.35;1.20.38;0.00.03;318;スキーとか が 有名 な ところ な ん です か.;discussion;d;Q;8;317;N;A
1.20.38;1.20.51;0.00.13;319;そうですね スキー とか も ここ も すごい 自然 豊か な 所で。 その 時 は ワーク ケーション について いろいろ 考え て ていう形でしたね;discussion;d;A;9;318;A;N
1.20.58;1.21.04;0.00.06;320;ワーケーションがそうですよね これからワーケーション これから 増え ますよね絶対;discussion;d;O;10;319;N;A
1.21.10;1.21.14;0.00.05;321;自分 も し て いい ん だっ たら 全然 どっか へ 行き ながら 研究 とか し たい です もん ですね。;discussion;d;O;11;320;N;A
1.21.15;1.21.18;0.00.03;322;でき ない ん です よ それ が 細胞 が いる から 細胞と大腸菌が待っているんですよ.;discussion;d;O;12;321;T;N
1.21.18;1.21.21;0.00.03;323;連れ て 行く しか ない;discussion;d;O;13;322;N;T
1.21.22;1.21.22;0.00.00;324;ちょっとやだなーちょっと;discussion;d;O;14;323;T;N
1.21.29;1.21.43;0.00.14;325;地方 に 全部 整っ てる 場所 とか あっ たら 面白い です よね そこ に 行く と 全部 そろっ て い て 研究 も できる みたい な 感じだったら こ マジ缶詰め に さ れる の 超嫌ですよね;discussion;d;O;15;324;N;all
1.21.46;1.21.46;0.00.00;326;嫌です;discussion;d;G;16;325;T;N
1.21.50;1.22.00;0.00.10;327;そうかそうか 行きてー こういう の が ばっか 見る と めちゃくちゃ 行き たく なり ますね;discussion;d;O;17;326;N;all
1.22.01;1.22.13;0.00.12;328;いい ね いい です ね 何 か 長野 県 が 好き とか ない ん です か な 長野 県 の 他 の 地域 の ワークショップ に 行っ たり 何 回 も 長野 県 やっ たり;discussion;d;O;18;327;T;A
1.22.14;1.22.29;0.00.15;329;たまたま そこ が その 今回 は 茅野 市 は 元々 行っ た こと ある ので 選ん だ ん です けど 他の 地域 は ほんと 全く 行っ た こと なく て 行き たい ん です けど 東京 に 住ん でる んで なかなか 旅行 とか 行け ない な と 思っ て;discussion;d;O;19;328;A;T
1.22.34;1.22.36;0.00.02;330;出身 が 長野 とか ではなくですよね.;discussion;d;O;20;329;N;A
1.22.38;1.22.38;0.00.00;331;いえいえ全くそういう訳では;discussion;d;O;21;330;A;N
1.22.45;1.23.08;0.00.23;332;何かでも こういう の を やる と 結構 理由 を 求め られ たり し て 面倒くさい です よ ね そう 言っ ちゃ いけ ない の かも しれ ない けど やり たい から やる で いい だろ う って 思い ながら いろんな 人 に いろんな こと を 言わ れる っていう 興味 が ある から と いう だけ じゃ だめかな み たいな感じに思うんです けど。 なるほど ありがとうございます.;discussion;d;O;22;331;N;all
1.23.08;1.23.08;0.00.00;333;シュウさんお願いします;discussion;d;I;1;333;N;Z
1.23.16;1.23.40;0.00.24;334;地域 創 生 っていう ワークショップ みたいなのに。 参加 経験 が 無いんですけど と 先生 は 高岡 市 の 伝統 産業 と 世論 が ワートン って やっ て た ので ぜひ 参加 し たい て 帰っ て も 参加 し たい と 思っ て この ワークショップ に 参加 し まし た。自分 は  得意 っていう の か やれる こと は  ちょっと 組版って情報を整理して綺麗にするくらいしかないかな。.;discussion;d;O;2;333;Z;N
1.23.40;1.23.40;0.00.00;335;これ 組版ってなに.;discussion;d;Q;3;334;T;N
1.23.40;1.23.40;0.00.00;336;写真 並べ たりとか  ○○;discussion;d;A;4;335;Z;T
1.24.24;1.24.26;0.00.02;337;うん 学校 で こういう の を やっ てる って 事ですか多摩美とかで;discussion;d;Q;5;336;N;Z
1.24.30;1.24.31;0.00.02;338;結構 やり ます ね。;discussion;d;A;6;337;Z;N
1.24.32;1.24.32;0.00.00;339;へー;discussion;d;E;7;338;T;N
1.24.47;1.24.49;0.00.02;340;結構 デザイン みたい な ところ です よね.;discussion;d;Q;8;339;N;Z
1.24.50;1.24.50;0.00.00;341;そうですね;discussion;d;A;9;340;Z;N
1.24.56;1.24.56;0.00.00;342;めちゃくちゃ面白いですよね見せ方とかですよねで.;discussion;d;O;10;341;N;Z
1.25.01;1.25.01;0.00.00;343;そうですね見せ方;discussion;d;O;11;342;Z;N
1.25.08;1.25.10;0.00.01;344;レイアウト みたい な.;discussion;d;O;12;343;A;Z
1.25.10;1.25.11;0.00.01;345;そう です レイアウトみたいな;discussion;d;O;13;344;Z;A
1.25.20;1.25.25;0.00.05;346;それ こそ あれですよね 人 に 伝える みたい な 所で;discussion;d;O;14;345;N;Z
1.25.26;1.25.27;0.00.01;347;情報 を 伝える;discussion;d;O;15;346;Z;N
1.25.29;1.25.36;0.00.07;348;高齢 者 の 方 に 伝える とき とか でも たぶん こういう 風にした方が見やすい みたいなのって イメージ とか あり ます.;discussion;d;Q;16;347;N;Z
1.25.36;1.25.36;0.00.00;349;そうですねえっと○○;discussion;d;A;17;348;Z;N
1.25.39;1.25.46;0.00.07;350;なるほどなるほど スゲー 面白い;discussion;d;E;18;349;N;Z
1.25.57;1.26.00;0.00.03;351;これ 一番 左 が シュウさんの です か。;discussion;d;Q;19;351;N;all
1.26.01;1.26.02;0.00.01;352;そう ですね シュウさんと私で;discussion;d;A;20;351;T;N
1.26.14;1.26.19;0.00.05;353;あとは 樋口 さん は;discussion;d;Q;21;353;T;M
1.26.23;1.26.47;0.00.24;354;すみません ちょっと 時間 あれ な ので 簡単 め に 言わ せ て いただく と 今回 は 地域 外 の 方 が なかなか この 地元 の こと を 考え て くれる 機会 っていう の が そんなに ない ので 非常 に 皆さん の 意見 を 楽しみ に し て ます。 ちょっと 強みっ て 言える か わから ない ん です けれども 写真 撮る の が 好き な ので なかなか いろいろ でき たら いい 感じ に 写真 撮れ ます という所で以上です;discussion;d;O;22;353;M;T
1.26.52;1.27.00;0.00.08;355;でも スライド とか 作る とき に 写真 絶対 必要 なので よ けれ ば な ん です けど 提供 し て もらえる と すごい 助かります;discussion;d;P;23;354;N;M
1.27.02;1.27.03;0.00.01;356;この 二つ は 樋口 さん のですか;discussion;d;Q;24;355;T;M
1.27.06;1.27.09;0.00.03;357;組版で っていう ところ が シュウさんです ね.;discussion;d;A;25;356;N;T
1.27.09;1.27.41;0.00.32;358;いや マジ 色んな 人 い ます ねえ こういうのすると 毎回 思い ます けど いや 世界 って 面白い ね って感じですけど そっかそしたら なんかでも つながり そう な の いっぱい あり ます よ ね。それぞれの強みとか思いが;discussion;c;O;26;358;N;all
1.27.45;1.28.07;0.00.22;359;て いう ところ で ちょっと アレ です か。 一旦。 休憩 し ながら 何 か これ は ちょっと 見 つつ これ つながる ん じゃ ね あれ 繋がる ん じゃ ね みたい な の 考え ながら 休憩 する っていう 感じ です か そしたら とりあえず 一旦 休憩 し ましょ う か。.;plan;c;P;27;359;N;all
1.28.14;1.28.20;0.00.06;360;では 50分に なっ たら 適宜みんな 戻る 感じ で ではまた よろしく お願い し ます お疲れ様です。;plan;c;P;28;359;N;all
;;;;;;;;;;;
;;;;;;;;;;;
;;;;;;;;;;;
;;;;;;;;;;;
